"geo","geo_tipo","regiao","ano","variavel","valor","lo95","hi95","tipo","horizonte"
"Acre","estado","Norte",2009,"pib_nominal",7407.82140527741,,,"Histórico","Histórico"
"Acre","estado","Norte",2010,"pib_nominal",8342.35552309467,,,"Histórico","Histórico"
"Acre","estado","Norte",2011,"pib_nominal",8949.43375782239,,,"Histórico","Histórico"
"Acre","estado","Norte",2012,"pib_nominal",10137.9247062629,,,"Histórico","Histórico"
"Acre","estado","Norte",2013,"pib_nominal",11473.9301648124,,,"Histórico","Histórico"
"Acre","estado","Norte",2014,"pib_nominal",13458.6976297702,,,"Histórico","Histórico"
"Acre","estado","Norte",2015,"pib_nominal",13622.8017988884,,,"Histórico","Histórico"
"Acre","estado","Norte",2016,"pib_nominal",13754.2399785115,,,"Histórico","Histórico"
"Acre","estado","Norte",2017,"pib_nominal",14272.940593128,,,"Histórico","Histórico"
"Acre","estado","Norte",2018,"pib_nominal",15331.1225897357,,,"Histórico","Histórico"
"Acre","estado","Norte",2019,"pib_nominal",15630.0169417634,,,"Histórico","Histórico"
"Acre","estado","Norte",2020,"pib_nominal",16476.3708379147,,,"Histórico","Histórico"
"Acre","estado","Norte",2021,"pib_nominal",21374.4400081951,,,"Histórico","Histórico"
"Acre","estado","Norte",2022,"pib_nominal",23676.1360613863,,,"Histórico","Histórico"
"Acre","estado","Norte",2023,"pib_nominal",26291.3213644799,,,"Histórico","Histórico"
"Acre","estado","Norte",2024,"pib_nominal",31968.888293308,23036.490037071,43427.1331010182,"Projetado","Operacional"
"Acre","estado","Norte",2025,"pib_nominal",40501.7967559225,21319.3820991623,99906.9607955355,"Projetado","Operacional"
"Acre","estado","Norte",2026,"pib_nominal",54247.4667099247,20428.5157464231,330625.307800184,"Projetado","Operacional"
"Acre","estado","Norte",2002,"vab_nominal_total",2742.8302624988,,,"Histórico","Histórico"
"Acre","estado","Norte",2003,"vab_nominal_total",3102.38251072885,,,"Histórico","Histórico"
"Acre","estado","Norte",2004,"vab_nominal_total",3457.29108942908,,,"Histórico","Histórico"
"Acre","estado","Norte",2005,"vab_nominal_total",3911.0154026657,,,"Histórico","Histórico"
"Acre","estado","Norte",2006,"vab_nominal_total",4196.28484394794,,,"Histórico","Histórico"
"Acre","estado","Norte",2007,"vab_nominal_total",4953.64094450895,,,"Histórico","Histórico"
"Acre","estado","Norte",2008,"vab_nominal_total",5853.14754493384,,,"Histórico","Histórico"
"Acre","estado","Norte",2009,"vab_nominal_total",6784.79475023562,,,"Histórico","Histórico"
"Acre","estado","Norte",2010,"vab_nominal_total",7564.55400207669,,,"Histórico","Histórico"
"Acre","estado","Norte",2011,"vab_nominal_total",8165.28786712761,,,"Histórico","Histórico"
"Acre","estado","Norte",2012,"vab_nominal_total",9149.37961838214,,,"Histórico","Histórico"
"Acre","estado","Norte",2013,"vab_nominal_total",10483.5233056154,,,"Histórico","Histórico"
"Acre","estado","Norte",2014,"vab_nominal_total",12348.9859747468,,,"Histórico","Histórico"
"Acre","estado","Norte",2015,"vab_nominal_total",12443.1270701591,,,"Histórico","Histórico"
"Acre","estado","Norte",2016,"vab_nominal_total",12500.0008042873,,,"Histórico","Histórico"
"Acre","estado","Norte",2017,"vab_nominal_total",12835.663925721,,,"Histórico","Histórico"
"Acre","estado","Norte",2018,"vab_nominal_total",13622.0571064829,,,"Histórico","Histórico"
"Acre","estado","Norte",2019,"vab_nominal_total",13939.2912290999,,,"Histórico","Histórico"
"Acre","estado","Norte",2020,"vab_nominal_total",14796.4710454057,,,"Histórico","Histórico"
"Acre","estado","Norte",2021,"vab_nominal_total",19295.7265999717,,,"Histórico","Histórico"
"Acre","estado","Norte",2022,"vab_nominal_total",21499.0011065684,,,"Histórico","Histórico"
"Acre","estado","Norte",2023,"vab_nominal_total",23953.5307614288,,,"Histórico","Histórico"
"Acre","estado","Norte",2024,"vab_nominal_total",29583.9850452749,20882.64594741,40786.3832297615,"Projetado","Operacional"
"Acre","estado","Norte",2025,"vab_nominal_total",38032.362363865,19089.1967941055,97172.6112314658,"Projetado","Operacional"
"Acre","estado","Norte",2026,"vab_nominal_total",51709.7694731719,18136.6816415331,327815.371753031,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2002,"idx_deflator",100,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2003,"idx_deflator",110.69,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2004,"idx_deflator",116.15,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2005,"idx_deflator",123.65,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2006,"idx_deflator",135.08,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2007,"idx_deflator",146.62,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2008,"idx_deflator",153.79,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2009,"idx_deflator",165.47,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2010,"idx_deflator",176.25,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2011,"idx_deflator",196.5,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2012,"idx_deflator",210.77,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2013,"idx_deflator",225.92,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2014,"idx_deflator",237,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2015,"idx_deflator",276.12,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2016,"idx_deflator",298.61,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2017,"idx_deflator",308.75,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2018,"idx_deflator",314.37,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2019,"idx_deflator",334.16,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2020,"idx_deflator",373.99,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2021,"idx_deflator",424.47,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2022,"idx_deflator",410.29,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2023,"idx_deflator",467.25,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2024,"idx_deflator",504.5,366.25,688.66,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2025,"idx_deflator",520.06,284.46,973.92,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2026,"idx_deflator",543.38,229.4,1428.22,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2002,"idx_vol_pib",100,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2003,"idx_vol_pib",98.85,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2004,"idx_vol_pib",104.81,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2005,"idx_vol_pib",108.54,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2006,"idx_vol_pib",111.62,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2007,"idx_vol_pib",117.47,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2008,"idx_vol_pib",125.47,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2009,"idx_vol_pib",126.68,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2010,"idx_vol_pib",133.44,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2011,"idx_vol_pib",139.64,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2012,"idx_vol_pib",142.5,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2013,"idx_vol_pib",143.04,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2014,"idx_vol_pib",149.86,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2015,"idx_vol_pib",145.55,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2016,"idx_vol_pib",143.59,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2017,"idx_vol_pib",148.37,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2018,"idx_vol_pib",150.03,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2019,"idx_vol_pib",152.95,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2020,"idx_vol_pib",146.48,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2021,"idx_vol_pib",155.74,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2022,"idx_vol_pib",160.7,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2023,"idx_vol_pib",166.38,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2024,"idx_vol_pib",170.78,155.98,185.59,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2025,"idx_vol_pib",174.88,145.85,206.55,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2026,"idx_vol_pib",179.08,136.37,229.89,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2002,"impostos_nominal",937.934,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2003,"impostos_nominal",1115.457,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2004,"impostos_nominal",1276.78,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2005,"impostos_nominal",1439.09,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2006,"impostos_nominal",1712.921,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2007,"impostos_nominal",1909.226,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2008,"impostos_nominal",2147.558,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2009,"impostos_nominal",2290.837,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2010,"impostos_nominal",2792.806,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2011,"impostos_nominal",3127.359,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2012,"impostos_nominal",3401.47,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2013,"impostos_nominal",3574.44,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2014,"impostos_nominal",3710.905,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2015,"impostos_nominal",4106.554,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2016,"impostos_nominal",4714.083,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2017,"impostos_nominal",5045.447,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2018,"impostos_nominal",5520.77,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2019,"impostos_nominal",5931.435,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2020,"impostos_nominal",6060.837,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2021,"impostos_nominal",7773.571,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2022,"impostos_nominal",7731.51190316161,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2023,"impostos_nominal",9545.65390701109,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2024,"impostos_nominal",9844.35743886835,7624.98244383073,12709.7175761516,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2025,"impostos_nominal",10223.6156346293,7123.73016445518,14672.4137820612,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2026,"impostos_nominal",10598.6903072482,6809.20719764039,16497.109423823,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2002,"pib_nominal",11536.8528890711,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2003,"pib_nominal",12624.0302169279,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2004,"pib_nominal",14044.9074670242,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2005,"pib_nominal",15484.5214478801,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2006,"pib_nominal",17395.670947745,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2007,"pib_nominal",19871.2659067188,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2008,"pib_nominal",22262.2945980159,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2009,"pib_nominal",24182.3875158061,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2010,"pib_nominal",27133.0378519882,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2011,"pib_nominal",31657.3207327516,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2012,"pib_nominal",34650.3974670185,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2013,"pib_nominal",37282.5291223351,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2014,"pib_nominal",40974.9940146531,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2015,"pib_nominal",46367.2106016848,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2016,"pib_nominal",49468.7409086632,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2017,"pib_nominal",52851.0669359453,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2018,"pib_nominal",54413.0466624019,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2019,"pib_nominal",58963.728728402,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2020,"pib_nominal",63202.3489263047,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2021,"pib_nominal",76265.620287784,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2022,"pib_nominal",76065.8058428371,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2023,"pib_nominal",89688.9318942257,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2024,"pib_nominal",99403.2111013416,78417.2744609546,123926.084322782,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2025,"pib_nominal",104928.396278781,67785.5610563374,163874.613798474,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2026,"pib_nominal",112264.864220273,60842.5860751572,224703.613514153,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2002,"vab_nominal_total",10598.9192463207,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2003,"vab_nominal_total",11508.5735228309,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2004,"vab_nominal_total",12768.1270022245,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2005,"vab_nominal_total",14045.4310780643,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2006,"vab_nominal_total",15682.749818096,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2007,"vab_nominal_total",17962.039804033,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2008,"vab_nominal_total",20114.7364601704,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2009,"vab_nominal_total",21891.5508702385,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2010,"vab_nominal_total",24340.2317008897,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2011,"vab_nominal_total",28529.9617317635,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2012,"vab_nominal_total",31248.9279148838,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2013,"vab_nominal_total",33708.0894246824,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2014,"vab_nominal_total",37264.0890201385,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2015,"vab_nominal_total",42260.6564108398,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2016,"vab_nominal_total",44754.6579578919,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2017,"vab_nominal_total",47805.6203764586,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2018,"vab_nominal_total",48892.2764734697,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2019,"vab_nominal_total",53032.2939624192,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2020,"vab_nominal_total",57141.5115215035,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2021,"vab_nominal_total",68492.0491852758,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2022,"vab_nominal_total",68334.2939396755,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2023,"vab_nominal_total",80143.2779872146,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste",2024,"vab_nominal_total",89558.8536624732,70792.2920171239,111216.36674663,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2025,"vab_nominal_total",94704.780644152,60661.8308918822,149202.200016413,"Projetado","Operacional"
"Alagoas","estado","Nordeste",2026,"vab_nominal_total",101666.173913024,54033.3788775169,208206.50409033,"Projetado","Operacional"
"Amapá","estado","Norte",2002,"idx_deflator",100,,,"Histórico","Histórico"
"Amapá","estado","Norte",2003,"idx_deflator",99.69,,,"Histórico","Histórico"
"Amapá","estado","Norte",2004,"idx_deflator",104.91,,,"Histórico","Histórico"
"Amapá","estado","Norte",2005,"idx_deflator",111.15,,,"Histórico","Histórico"
"Amapá","estado","Norte",2006,"idx_deflator",127.45,,,"Histórico","Histórico"
"Amapá","estado","Norte",2007,"idx_deflator",138.95,,,"Histórico","Histórico"
"Amapá","estado","Norte",2008,"idx_deflator",155.9,,,"Histórico","Histórico"
"Amapá","estado","Norte",2009,"idx_deflator",164.18,,,"Histórico","Histórico"
"Amapá","estado","Norte",2010,"idx_deflator",165.73,,,"Histórico","Histórico"
"Amapá","estado","Norte",2011,"idx_deflator",182.72,,,"Histórico","Histórico"
"Amapá","estado","Norte",2012,"idx_deflator",197.9,,,"Histórico","Histórico"
"Amapá","estado","Norte",2013,"idx_deflator",219.46,,,"Histórico","Histórico"
"Amapá","estado","Norte",2014,"idx_deflator",226.63,,,"Histórico","Histórico"
"Amapá","estado","Norte",2015,"idx_deflator",247.98,,,"Histórico","Histórico"
"Amapá","estado","Norte",2016,"idx_deflator",269.63,,,"Histórico","Histórico"
"Amapá","estado","Norte",2017,"idx_deflator",286.1,,,"Histórico","Histórico"
"Amapá","estado","Norte",2018,"idx_deflator",303.36,,,"Histórico","Histórico"
"Amapá","estado","Norte",2019,"idx_deflator",308.89,,,"Histórico","Histórico"
"Amapá","estado","Norte",2020,"idx_deflator",337.09,,,"Histórico","Histórico"
"Amapá","estado","Norte",2021,"idx_deflator",349.34,,,"Histórico","Histórico"
"Amapá","estado","Norte",2022,"idx_deflator",393.65,,,"Histórico","Histórico"
"Amapá","estado","Norte",2023,"idx_deflator",453.91,,,"Histórico","Histórico"
"Amapá","estado","Norte",2024,"idx_deflator",491.88,403.66,595,"Projetado","Operacional"
"Amapá","estado","Norte",2025,"idx_deflator",553.36,374.59,813.92,"Projetado","Operacional"
"Amapá","estado","Norte",2026,"idx_deflator",612.7,338.22,1111.87,"Projetado","Operacional"
"Amapá","estado","Norte",2002,"idx_vol_pib",100,,,"Histórico","Histórico"
"Amapá","estado","Norte",2003,"idx_vol_pib",107.9,,,"Histórico","Histórico"
"Amapá","estado","Norte",2004,"idx_vol_pib",114.88,,,"Histórico","Histórico"
"Amapá","estado","Norte",2005,"idx_vol_pib",122.1,,,"Histórico","Histórico"
"Amapá","estado","Norte",2006,"idx_vol_pib",130.57,,,"Histórico","Histórico"
"Amapá","estado","Norte",2007,"idx_vol_pib",136.35,,,"Histórico","Histórico"
"Amapá","estado","Norte",2008,"idx_vol_pib",140.49,,,"Histórico","Histórico"
"Amapá","estado","Norte",2009,"idx_vol_pib",143.78,,,"Histórico","Histórico"
"Amapá","estado","Norte",2010,"idx_vol_pib",156.64,,,"Histórico","Histórico"
"Amapá","estado","Norte",2011,"idx_vol_pib",162.27,,,"Histórico","Histórico"
"Amapá","estado","Norte",2012,"idx_vol_pib",177.24,,,"Histórico","Histórico"
"Amapá","estado","Norte",2013,"idx_vol_pib",183.27,,,"Histórico","Histórico"
"Amapá","estado","Norte",2014,"idx_vol_pib",186.33,,,"Histórico","Histórico"
"Amapá","estado","Norte",2015,"idx_vol_pib",176.15,,,"Histórico","Histórico"
"Amapá","estado","Norte",2016,"idx_vol_pib",167.62,,,"Histórico","Histórico"
"Amapá","estado","Norte",2017,"idx_vol_pib",170.53,,,"Histórico","Histórico"
"Amapá","estado","Norte",2018,"idx_vol_pib",174.46,,,"Histórico","Histórico"
"Amapá","estado","Norte",2019,"idx_vol_pib",178.5,,,"Histórico","Histórico"
"Amapá","estado","Norte",2020,"idx_vol_pib",172.66,,,"Histórico","Histórico"
"Amapá","estado","Norte",2021,"idx_vol_pib",181.31,,,"Histórico","Histórico"
"Amapá","estado","Norte",2022,"idx_vol_pib",189.04,,,"Histórico","Histórico"
"Amapá","estado","Norte",2023,"idx_vol_pib",194.53,,,"Histórico","Histórico"
"Amapá","estado","Norte",2024,"idx_vol_pib",201.66,192.87,210.45,"Projetado","Operacional"
"Amapá","estado","Norte",2025,"idx_vol_pib",209.02,191.2,227.64,"Projetado","Operacional"
